Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det,min_Re_Sigma_minus,min_Re_Sigma_plus
0.252,0.077,3,0.19669811993132663,0.08892687549815961,0.557,0.2634575739478041,0.5305,0.021755210034383812,0.02093394712777255
0.252,0.078,3,0.19598170085834082,0.08960231017024786,0.557,0.2657877565682939,0.53,0.021755643430884024,0.02092422306321175
0.252,0.079,3,0.195271120153311,0.09027357477088829,0.557,0.2681090521215696,0.5295,0.021756083252503312,0.020914516218291702
0.252,0.08,3,0.19456622858722114,0.09094079226630811,0.557,0.27042178871595307,0.529,0.0217565287983617,0.020904825896019635
0.252,0.081,3,0.19386688477925562,0.0916040790467085,0.557,0.27272576361580275,0.529,0.02175697940506851,0.020895151436549388
0.252,0.08199999999999999,3,0.19317295461283013,0.09226354541741252,0.557,0.27502162568547756,0.5285,0.021757434443917652,0.020885492214440474
0.252,0.08299999999999999,3,0.19248431070575978,0.09291929604444418,0.557,0.2773098330344224,0.528,0.021757893318343702,0.02087584763617054
0.252,0.08399999999999999,3,0.19180083192863398,0.09357143035953483,0.557,0.2795906466298856,0.5275,0.021758355461609927,0.02086621713787327
0.252,0.08499999999999999,3,0.19112240296619806,0.09422004292892684,0.557,0.2818643137090295,0.527,0.021758820334703426,0.020856600183277684
0.252,0.086,3,0.19044891391720303,0.09486522378980429,0.557,0.2841310687538517,0.5265,0.02175928742441534,0.020846996261827438
0.252,0.087,3,0.1897802599287224,0.09550700905650812,0.5575,0.28639112654568993,0.5265,0.02175975624158689,0.020837404886961588
0.252,0.088,3,0.18911634086142326,0.09614552018972608,0.5575,0.28864415487095046,0.526,0.021760226319504417,0.020827825594540234
0.252,0.089,3,0.1884570609826704,0.09678084463326407,0.5575,0.2908909317395827,0.5255,0.021760697212428223,0.02081825794140063
0.252,0.09,3,0.1878023286847456,0.09741305715728914,0.5575,0.2931316484264867,0.525,0.021761168494242183,0.020808701504030906
0.252,0.091,3,0.1871520562257145,0.0980422293033762,0.5575,0.29536648721766046,0.5245,0.02176163975721234,0.020799155877349915
0.252,0.092,3,0.18650615949079818,0.09866842958504417,0.5575,0.2975956219871536,0.524,0.021762110610843998,0.020789620673583264
0.252,0.093,3,0.18586455777231642,0.0992917236726625,0.5575,0.2998192187283568,0.5235,0.021762580680828137,0.02078009552122637
0.252,0.094,3,0.185227173566484,0.09991217456417217,0.5575,0.302037436043889,0.523,0.02176304960806877,0.020770580064086493
0.252,0.095,3,0.18459393238552843,0.100529842742911,0.5575,0.30425042559787085,0.5225,0.021763517047783953,0.020761073960396767
0.252,0.096,3,0.18396476258375472,0.1011447863237032,0.5575,0.30645792732181465,0.5225,0.021763982668673798,0.020751576881995526
0.252,0.097,3,0.18333959519632137,0.10175706118825045,0.5575,0.3086605051612226,0.522,0.021764446152149543,0.02074208851356538
0.252,0.098,3,0.1827183637896277,0.10236672111075147,0.5575,0.3108582953786291,0.5215000000000001,0.021764907191618346,0.02073260855192673
0.252,0.099,3,0.18210100432230658,0.10297381787460015,0.5575,0.31305142545564957,0.521,0.021765365491819077,0.020723136705381128
0.252,0.1,3,0.18148745501594093,0.10357840138089694,0.5575,0.3152400177471831,0.5205,0.021765820768204706,0.020713672693100222
0.252,0.101,3,0.1808776562346776,0.10418051974947971,0.5575,0.3174241897682957,0.52,0.02176627274636745,0.020704216244556605
0.252,0.10200000000000001,3,0.180271550373017,0.10478021941307203,0.5575,0.3196040544611545,0.5195000000000001,0.021766721161503157,0.020694767098992962
0.252,0.10300000000000001,3,0.17966908175111418,0.1053775452051141,0.5575,0.32177972044364966,0.519,0.021767165757911693,0.020685325004926588
0.252,0.104,3,0.1790701965169869,0.10597254044178304,0.5575,0.3239512922412021,0.5185,0.021767606288530496,0.020675889719686383
0.252,0.105,3,0.17847484255509272,0.1065652469986551,0.5575,0.32611887050307237,0.518,0.021768042514498667,0.020666461008979717
0.252,0.106,3,0.1778829694007707,0.10715570538243553,0.5575,0.3282825522044242,0.5175000000000001,0.02176847420474917,0.02065703864648696
0.252,0.107,3,0.1772945281601052,0.10774395479812889,0.5575,0.33044236761878426,0.5175000000000001,0.021768901135627048,0.020647622413481496
0.252,0.108,3,0.17670947143479304,0.10833003321199969,0.5575,0.3325983478086853,0.517,0.02176932309053163,0.02063821209847325
0.252,0.109,3,0.1761277532516492,0.10891397741063427,0.5575,0.33475072230674435,0.5165,0.0217697398595809,0.020628807496874076
0.252,0.11,3,0.1755493289963938,0.10949576130414838,0.558,0.33689957491274397,0.516,0.0217701512392965,0.020619408410683323
0.252,0.111,3,0.1749741553514261,0.11007545856957977,0.558,0.33904498659008375,0.5155000000000001,0.0217705570323077,0.02061001464819213
0.252,0.112,3,0.174402190237277,0.11065312506627796,0.558,0.3411870356023068,0.515,0.021770957047073103,0.02060062602370509
0.252,0.11299999999999999,3,0.1738333927574985,0.11122879339335001,0.558,0.3433257976413383,0.5145,0.02177135109761872,0.020591242357278085
0.252,0.11399999999999999,3,0.1732677231467331,0.1118024952162185,0.558,0.34546134594807915,0.514,0.021771739003291303,0.02058186347447114
0.252,0.11499999999999999,3,0.17270514272175008,0.11237426130758703,0.558,0.3475937514258643,0.5135000000000001,0.021772120588525914,0.02057248920611523
0.252,0.11599999999999999,3,0.17214561383524035,0.11294412158609024,0.558,0.3497230827473043,0.513,0.02177249568262663,0.02056311938809213
0.252,0.11699999999999999,3,0.17158909983218773,0.11351210515277552,0.558,0.3518494064549491,0.5125,0.021772864119559622,0.020553753861126414
0.252,0.118,3,0.17103556500863437,0.11407824032557387,0.558,0.3539727870562248,0.512,0.02177322573775764,0.02054439247058872
0.252,0.119,3,0.170484974572696,0.11464255467188111,0.558,0.35609328711298804,0.5115000000000001,0.02177358037993533,0.020535035066309694
0.252,0.12,3,0.16993729460766216,0.1152050750393865,0.558,0.3582109673261081,0.511,0.021773927892914442,0.020525681502403727
0.252,0.121,3,0.16939249203706053,0.11576582758525111,0.558,0.3603258866153651,0.5105,0.021774268127458495,0.020516331637102037
0.252,0.122,3,0.16885053459155042,0.11632483780375048,0.558,0.3624381021949944,0.51,0.021774600938116107,0.020506985332594287
0.252,0.123,3,0.1683113907775376,0.11688213055247187,0.558,0.36454766964513946,0.5095000000000001,0.021774926183072616,0.020497642454878468
0.252,0.124,3,0.16777502984738743,0.11743773007716762,0.558,0.36665464297951494,0.509,0.02177524372400931,0.02048830287361824
0.252,0.125,3,0.16724142177115847,0.11799166003533398,0.558,0.36875907470946095,0.5085000000000001,0.021775553425969908,0.02047896646200752
0.252,0.126,3,0.1667105372097423,0.11854390326439428,0.5585,0.3708610159046736,0.508,0.02177585515723379,0.02046963309664172
0.252,0.127,3,0.16618234748933985,0.11909446561393659,0.5585,0.37296051625077764,0.5075000000000001,0.021776148789195534,0.020460302657395256
0.252,0.128,3,0.16565682457718453,0.1196434258895782,0.5585,0.375057624103954,0.507,0.0217764341962505,0.020450975027305068
0.252,0.129,3,0.1651339410584414,0.12019080561400268,0.5585,0.3771522233900423,0.506,0.02177671125568595,0.020441650092459605
0.252,0.13,3,0.16461367011421027,0.12073662582304176,0.5585,0.3792444784307217,0.5055000000000001,0.021776979847577437,0.020432327741893092
0.252,0.131,3,0.16409598550057666,0.12128090708311498,0.5585,0.38133446280996014,0.505,0.021777239854690256,0.020423007867484768
0.252,0.132,3,0.16358086152863782,0.12182366950784751,0.5585,0.3834222202124846,0.5045000000000001,0.021777491162385466,0.020413690363862747
0.252,0.133,3,0.16306827304545848,0.12236493277391244,0.5585,0.3855077932250883,0.504,0.021777733658530352,0.02040437512831226
0.252,0.134,3,0.1625581954158989,0.12290471613613738,0.5585,0.38759122337701385,0.5035000000000001,0.021777967233413135,0.020395062060688075
0.252,0.135,3,0.16205060450526573,0.12344303844192506,0.5585,0.38967255117841615,0.503,0.021778191779661435,0.02038575106333079
0.252,0.136,3,0.1615454766627449,0.12397991814501493,0.5585,0.39175181615699683,0.5025000000000001,0.021778407192164624,0.020376442040986882
0.252,0.137,3,0.16104278870556554,0.12451537331863384,0.5585,0.3938290568929395,0.502,0.021778613367999564,0.02036713490073219
0.252,0.138,3,0.1605425179038656,0.12504942166805877,0.5585,0.3959042177249346,0.501,0.021778810206359682,0.020357829551898746
0.252,0.139,3,0.16004464196621154,0.1255820805426309,0.5585,0.39797715416178087,0.5005000000000001,0.02177899760848722,0.020348525906004746
0.252,0.14,3,0.1595491390257438,0.12611326332673126,0.559,0.40004816249656155,0.5,0.02177917547760839,0.020339223876687424
0.252,0.14100000000000001,3,0.15905598762691106,0.1266430879975252,0.559,0.40211727795963537,0.4995,0.021779343718871375,0.02032992337963884
0.252,0.14200000000000002,3,0.158565166712765,0.1271715731770121,0.559,0.40418453498339446,0.499,0.021779502239286964,0.02032062433254421
0.252,0.14300000000000002,3,0.1580766556127869,0.1276987349042105,0.559,0.4062499672287713,0.4985,0.021779650947671744,0.02031132665502288
0.252,0.14400000000000002,3,0.15759043403121517,0.12822458891495334,0.559,0.40831343456463187,0.4975,0.021779789754593635,0.020302030268571622
0.252,0.14500000000000002,3,0.1571064820358499,0.1287491506511496,0.559,0.41037484190612583,0.497,0.021779918572319732,0.020292735096510216
0.252,0.14600000000000002,3,0.15662478004731642,0.12927243526966592,0.559,0.4124345077616927,0.4965,0.021780037314766267,0.020283441063929233
0.252,0.14700000000000002,3,0.1561453088287544,0.12979445765084835,0.559,0.414492463053419,0.496,0.021780145897450667,0.02027414809763986
0.252,0.148,3,0.1556680494759173,0.1303152324067035,0.559,0.4165487380461581,0.4955,0.02178024423744549,0.020264856126125646
0.252,0.149,3,0.1551929834076648,0.1308347738887501,0.559,0.4186029041450086,0.4945,0.021780332253334252,0.02025556507949615
0.252,0.15,3,0.15472009235682208,0.13135309619556307,0.559,0.42065534742256344,0.494,0.021780409865168993,0.020246274889442337
0.253,0.06,3,0.21519798767028664,0.07255894301989144,0.56,0.21049753590839584,0.5425,0.02194837879010735,0.021294014757451712
0.253,0.061,3,0.21421953104316682,0.0734423247185442,0.56,0.2134038050018913,0.542,0.02194791676212067,0.02128315184244592
0.253,0.062,3,0.2132588760990079,0.07431150474127267,0.56,0.21627208832809236,0.5415,0.021947519135079366,0.02127236252213032
0.253,0.063,3,0.21231489281851268,0.07516743131734009,0.56,0.21910513697960946,0.541,0.021947180419872616,0.02126164148870386
0.253,0.064,3,0.21138657090585605,0.0760109519303899,0.56,0.22190468603388566,0.541,0.021946895712225824,0.021250983995412004
0.253,0.065,3,0.21047300304479905,0.0768428274108117,0.56,0.22467361383216725,0.5405,0.021946660610728825,0.021240385778276565
0.253,0.066,3,0.20957337101578663,0.07766374362042759,0.56,0.22741395773721165,0.54,0.02194647114888845,0.021229842991181774
0.253,0.067,3,0.20868693410194206,0.0784743212108839,0.56,0.23012750996808568,0.5395,0.02194632373839883,0.0212193521516482
0.253,0.068,3,0.2078130193419081,0.07927512382773284,0.56,0.2328158954613143,0.539,0.02194621512146075,0.02120891009523224
0.253,0.069,3,0.2069510132846055,0.08006666505045865,0.56,0.23548059227664092,0.5385,0.021946142330458548,0.021198513936941703
0.253,0.06999999999999999,3,0.20610035497435503,0.08084941429697387,0.56,0.23812294896120256,0.538,0.02194610265366295,0.02118816103840025
0.253,0.071,3,0.2052605299507639,0.08162380187402161,0.56,0.24074357811608707,0.538,0.021946093605902748,0.021177848979754183
0.253,0.072,3,0.20443106509087994,0.082390223318653,0.56,0.2433441253520305,0.5375,0.021946112903359984,0.02116757553551638
0.253,0.073,3,0.20361152415457445,0.08314904314779292,0.56,0.24592575902015937,0.537,0.02194615844180706,0.021157338653698083
0.253,0.074,3,0.20280150392035212,0.08390059811083268,0.56,0.24848943933004078,0.5365,0.021946228277733147,0.021147136437701743
0.253,0.075,3,0.2020006308194498,0.08464520002279363,0.56,0.2510360534674326,0.536,0.0219463206119085,0.021136967130544523
0.253,0.076,3,0.20120855799255377,0.08538313824175023,0.56,0.25356642289244863,0.5355,0.02194643377501602,0.021126829101058904
0.253,0.077,3,0.20042496270657972,0.08611468184316436,0.56,0.2560813097443724,0.535,0.021946566215043727,0.0211167208317782
0.253,0.078,3,0.19964954407960506,0.08684008153482593,0.56,0.25858087783235384,0.535,0.02194671648618396,0.02110664090826423
0.253,0.079,3,0.198882021070576,0.08755957134890255,0.56,0.26106623054760436,0.5345,0.021946883239026948,0.021096588009674417
0.253,0.08,3,0.19812213069742873,0.08827337014171742,0.56,0.26353810636584507,0.534,0.0219470652118708,0.021086560900398482
0.253,0.081,3,0.19736962645299932,0.08898168292702006,0.56,0.2659970803728651,0.5335,0.021947261222997987,0.021076558422621256
0.253,0.08199999999999999,3,0.19662427689277195,0.08968470206460215,0.56,0.2684436907718785,0.533,0.021947470163791435,0.02106657948969049
0.253,0.08299999999999999,3,0.19588586437246203,0.09038260832277939,0.56,0.2708784420130139,0.5325,0.02194769099258245,0.02105662308018658
0.253,0.08399999999999999,3,0.19515418391663497,0.09107557183056003,0.56,0.27330180759699824,0.532,0.021947922729138657,0.021046688232606355
0.253,0.08499999999999999,3,0.19442904220227675,0.09176375293304607,0.56,0.2757140354761019,0.532,0.021948164449713217,0.021036774040585623
0.253,0.086,3,0.19371025664351754,0.0924473029616752,0.56,0.2781153941818039,0.5315,0.021948415282587876,0.0210268796485959
0.253,0.087,3,0.1929976545655776,0.09312636492935478,0.56,0.2805066482568837,0.531,0.021948674404051485,0.021017004248059506
0.253,0.088,3,0.19229107245766613,0.09380107415912696,0.56,0.28288817003470856,0.5305,0.02194894103476383,0.021007147073834876
0.253,0.089,3,0.19159035529587073,0.09447151798176337,0.5605,0.28526031124419937,0.53,0.02194921443646099,0.020997307401030264
0.253,0.09,3,0.1908953559282958,0.09513783749713577,0.5605,0.28762340453054597,0.5295,0.021949493908964345,0.020987484542109427
0.253,0.091,3,0.19020593451565848,0.09580016865045084,0.5605,0.28997776483794324,0.529,0.021949778787460024,0.020977677844257574
0.253,0.092,3,0.18952195802141797,0.09645862123236534,0.5605,0.2923236906691127,0.5285,0.021950068440019996,0.020967886686979808
0.253,0.093,3,0.18884329974623354,0.09711329972092629,0.5605,0.29466146523456765,0.528,0.021950362265339193,0.02095811047990767
0.253,0.094,3,0.18816983890219074,0.09776430363979999,0.5605,0.2969910540449626,0.528,0.021950659690666553,0.020948348660792433
0.253,0.095,3,0.18750146022275208,0.09841172788641897,0.5605,0.29931292465230164,0.5275,0.02195096016991015,0.020938600693666133
0.253,0.096,3,0.18683805360489247,0.09905566303303266,0.5605,0.3016274331876382,0.527,0.02195126318189916,0.020928866067153818
0.253,0.097,3,0.18617951378024783,0.09969619560332742,0.5605,0.3039348111295531,0.5265,0.021951568228787192,0.020919144292922125
0.253,0.098,3,0.18552574001250066,0.10033340832695752,0.5605,0.30623527911297843,0.526,0.02195187483458339,0.02090943490425114
0.253,0.099,3,0.18487663581850788,0.10096738037408524,0.5605,0.30852904761486327,0.5255,0.021952182543799208,0.020899737454717852
0.253,0.1,3,0.1842321087109529,0.10159818757180042,0.5605,0.3108163175863665,0.525,0.021952490920199925,0.020890051516980812
0.253,0.101,3,0.18359206996055982,0.1022259026040694,0.5605,0.31309728103646783,0.5245,0.021952799545651495,0.02088037668165679
0.253,0.10200000000000001,3,0.18295643437609183,0.10285059519671093,0.5605,0.31537212157142913,0.524,0.021953108019053865,0.02087071255628105
0.253,0.10300000000000001,3,0.1823251201005508,0.10347233228873437,0.5605,0.31764101489405644,0.5235,0.0219534159553532,0.020861058764343895
0.253,0.104,3,0.18169804842216886,0.10409117819122372,0.5605,0.31990412926627043,0.523,0.021953722984626053,0.020851414944396768
0.253,0.105,3,0.1810751435989012,0.10470719473485593,0.5605,0.3221616259382075,0.5225,0.021954028751229225,0.02084178074922192
0.253,0.106,3,0.1804563326952795,0.10532044140701362,0.5605,0.324413521235023,0.5225,0.021954332913009744,0.02083215584506026
0.253,0.107,3,0.17984154543058722,0.10593097547936986,0.5605,0.32666004897289447,0.522,0.021954635140569896,0.02082253991089253
0.253,0.108,3,0.17923071403741747,0.10653885212672787,0.5605,0.3289014237812358,0.5215000000000001,0.021954935116582756,0.02081293263776935
0.253,0.109,3,0.17862377312977457,0.10714412453783372,0.5605,0.3311377823721848,0.521,0.0219552325351541,0.020803333728186282
0.253,0.11,3,0.17802065957993993,0.10774684401880721,0.5605,0.33336925618368185,0.5205,0.0219555271012269,0.020793742895500105
0.253,0.111,3,0.1774213124034192,0.10834704289727755,0.561,0.33559597165893745,0.52,0.021955818530025116,0.020784159863383236
0.253,0.112,3,0.17682567265132693,0.10894471635703257,0.561,0.33781805050752584,0.5195000000000001,0.021956106546533596,0.02077458436531323
0.253,0.11299999999999999,3,0.17623368330964395,0.10953998007526988,0.561,0.34003560994950116,0.519,0.021956390885011397,0.020765016144094622
0.253,0.11399999999999999,3,0.1756452892048163,0.11013287874267325,0.561,0.3422487629438663,0.5185,0.021956671288535855,0.020755454951410707
0.253,0.11499999999999999,3,0.17506043691522205,0.11072345559225999,0.561,0.3444576184025669,0.518,0.021956947508575197,0.020745900547403055
0.253,0.11599999999999999,3,0.1744790746880696,0.11131175246913048,0.561,0.3466622813910989,0.5175000000000001,0.02195721930458746,0.020736352700276548
0.253,0.11699999999999999,3,0.17390115236132506,0.11189780989598726,0.561,0.3488628533167314,0.517,0.021957486443643908,0.020726811185928257
0.253,0.118,3,0.17332662129031393,0.11248166713471855,0.561,0.35105943210522145,0.5165,0.02195774870007503,0.02071727578759833
0.253,0.119,3,0.17275543427864773,0.11306336224434416,0.561,0.35325211236689485,0.516,0.02195800585513762,0.020707746295541316
0.253,0.12,3,0.17218754551318383,0.11364293213556709,0.561,0.3554409855528144,0.5155000000000001,0.02195825769670132,0.020698222506716518
0.253,0.121,3,0.17162291050273104,0.11422041262217372,0.561,0.35762614010174626,0.515,0.021958504018953433,0.020688704224496115
0.253,0.122,3,0.17106148602023702,0.1147958384695058,0.561,0.3598076615785877,0.5145,0.02195874462212055,0.020679191258389653
0.253,0.123,3,0.1705032300482306,0.1153692434401923,0.561,0.3619856328048091,0.514,0.02195897931220595,0.020669683423783954
0.253,0.124,3,0.16994810172728986,0.11594066033733845,0.561,0.36416013398148667,0.5135000000000001,0.02195920790074175,0.02066018054169737
0.253,0.125,3,0.16939606130734136,0.11651012104533175,0.561,0.3663312428054011,0.513,0.021959430204554653,0.020650682438547358
0.253,0.126,3,0.16884707010159739,0.11707765656842971,0.561,0.36849903457868777,0.5125,0.021959646045544567,0.02064118894593059
0.253,0.127,3,0.16830109044296543,0.11764327278309644,0.5615,0.37066358231244156,0.512,0.021959855250475183,0.02063169990041474
0.253,0.128,3,0.16775808564276684,0.1182069475932138,0.5615,0.3728249568246857,0.5115000000000001,0.02196005765077567,0.020622215143341203
