Omega_over_gamma,Delta_over_gamma,low_rank_winner,low_rank_min,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.24,0.07333333333333333,1,0.1633439410201587,3,0.2987978776045587,0.13545393658440003,1
0.24,0.07566666666666666,1,0.16249777412871247,3,0.29906071107718624,0.13656293694847377,1
0.24,0.078,1,0.161645239914253,3,0.2993317736718413,0.13768653375758827,1
0.24,0.08033333333333334,1,0.1607871258274658,3,0.2996110636272791,0.13882393779981328,1
0.24,0.08266666666666667,1,0.15992417285305188,3,0.2998985788944269,0.139974406041375,1
0.24,0.08499999999999999,1,0.1590570774434622,3,0.30019431711410954,0.14113723967064734,1
0.24,0.08733333333333333,1,0.15818649349592123,3,0.3004982755939748,0.14231178209805356,1
0.24,0.08966666666666667,1,0.15731303434552046,3,0.3008104512845657,0.14349741693904522,1
0.24,0.092,1,0.15643727475202543,3,0.30113084075458113,0.1446935660025557,1
0.24,0.09433333333333332,1,0.15555975286224605,3,0.30145944016527376,0.14589968730302771,1
0.24,0.09666666666666666,1,0.15468097213352,3,0.3017962452439882,0.14711527311046818,1
0.24,0.099,1,0.15380140320701624,3,0.3021412512568573,0.14833984804984107,1
0.24,0.10133333333333333,1,0.15292148572226447,3,0.30249445298061134,0.14957296725834687,1
0.24,0.10366666666666666,1,0.15204163006661262,3,0.30285584467352555,0.15081421460691294,1
0.24,0.106,1,0.15116221905522317,3,0.30322542004546543,0.15206320099024226,1
0.24,0.10833333333333334,1,0.15028360953881986,3,0.3036031722270923,0.15331956268827246,1
0.24,0.11066666666666666,1,0.14940613393770014,3,0.30398909373812477,0.15458295980042464,1
0.24,0.113,1,0.1485301017016007,3,0.3043831764547785,0.15585307475317783,1
0.24,0.11533333333333333,1,0.14765580069587542,3,0.3047854115762675,0.15712961088039207,1
0.24,0.11766666666666666,1,0.1467834985150942,3,0.3051957895904533,0.1584122910753591,1
0.24,0.12,1,0.14591344372574283,3,0.3056143002386062,0.15970085651286337,1
0.245,0.05,1,0.1870028090685223,3,0.29829068992520424,0.11128788085668195,1
0.245,0.052333333333333336,1,0.18599060357046876,3,0.29846464234580944,0.11247403877534068,1
0.245,0.05466666666666667,1,0.18496472481243026,3,0.2986465255065554,0.11368180069412515,1
0.245,0.057,1,0.18392703952000672,3,0.2988363387074184,0.11490929918741166,1
0.245,0.059333333333333335,1,0.18287926552173567,3,0.29903408112062035,0.11615481559888469,1
0.245,0.06166666666666667,1,0.18182298043018671,3,0.29923975177780265,0.11741677134761594,1
0.245,0.064,1,0.18075963054902586,3,0.29945334955660646,0.1186937190075806,1
0.245,0.06633333333333333,1,0.17969053978127897,3,0.2996748731666196,0.11998433338534065,1
0.245,0.06866666666666667,1,0.17861691837114718,3,0.2999043211347151,0.12128740276356792,1
0.245,0.07100000000000001,1,0.17753987135845006,3,0.30014169178974626,0.1226018204312962,1
0.245,0.07333333333333333,1,0.1764604066623431,3,0.3003869832465987,0.12392657658425557,1
0.245,0.07566666666666666,1,0.17537944274059708,3,0.30064019338960846,0.12526075064901138,1
0.245,0.078,1,0.17429781579373796,3,0.3009013198553056,0.12660350406156765,1
