Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,low_rank_min,low_rank_winner,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.215,0.05,0.11938914924371608,0.2696112109829266,0.11938914924371608,1,3,0.28874253838279385,0.16935338913907777,1
0.215,0.051750000000000004,0.11918279098944742,0.26994553082454453,0.11918279098944742,1,3,0.28890768384915644,0.16972489285970901,1
0.215,0.053500000000000006,0.11897063639832361,0.2702922334014551,0.11897063639832361,1,3,0.28907854591064164,0.17010790951231802,1
0.215,0.05525,0.11875279981741657,0.2706514113722359,0.11875279981741657,1,3,0.2892551278384794,0.17050232802106283,1
0.215,0.057,0.11852939684404792,0.2710231609500435,0.11852939684404792,1,3,0.2894374329487906,0.17090803610474267,1
0.215,0.058750000000000004,0.1183005441535348,0.2714075819369972,0.1183005441535348,1,3,0.28962546459586613,0.17132492044233133,1
0.215,0.0605,0.11806635933083681,0.27180477775697415,0.11806635933083681,1,3,0.28981922616517136,0.17175286683433455,1
0.215,0.06225,0.11782696070645635,0.27221485548633095,0.11782696070645635,1,3,0.29001872106602955,0.1721917603595732,1
0.215,0.064,0.11758246719691726,0.27263792588205327,0.11758246719691726,1,3,0.2902239527240294,0.17264148552711214,1
0.215,0.06575,0.11733299815010564,0.2730741034067546,0.11733299815010564,1,3,0.2904349245731055,0.17310192642299985,1
0.215,0.0675,0.11707867319571894,0.2735235062498715,0.11707867319571894,1,3,0.29065164004731947,0.17357296685160054,1
0.215,0.06925,0.1168196121010329,0.2739862563443715,0.1168196121010329,1,3,0.29087410257229873,0.17405449047126584,1
0.215,0.07100000000000001,0.1165559346321628,0.2744624793781277,0.1165559346321628,1,3,0.291102315556361,0.17454638092419822,1
0.215,0.07275000000000001,0.11628776042096267,0.2749523047991216,0.11628776042096267,1,3,0.2913362823812957,0.17504852196033305,1
0.215,0.0745,0.11601520883767055,0.27545586581344655,0.11601520883767055,1,3,0.2915760063928037,0.17556079755513312,1
0.215,0.07625,0.11573839886937967,0.2759732993750323,0.11573839886937967,1,3,0.29182149089056886,0.17608309202118919,1
0.215,0.078,0.11545744900438373,0.27650474616586657,0.11545744900438373,1,3,0.29207273911798776,0.17661529011360402,1
0.215,0.07975,0.11517247712242648,0.2770503505653587,0.11517247712242648,1,3,0.29232975425151814,0.17715727712909166,1
0.215,0.0815,0.11488360039084247,0.27761026060734995,0.11488360039084247,1,3,0.292592539389663,0.17770893899882054,1
0.215,0.08324999999999999,0.11459093516657196,0.2781846279231019,0.11459093516657196,1,3,0.2928610975415476,0.17827016237497564,1
0.215,0.08499999999999999,0.11429459690399804,0.27877360766844816,0.11429459690399804,1,3,0.29313543161512945,0.1788408347111314,1
0.215,0.08675,0.11399470006853968,0.2793773584330691,0.11399470006853968,1,3,0.2934155444049873,0.17942084433644762,1
0.215,0.0885,0.11369135805591513,0.2799960421296722,0.11369135805591513,1,3,0.29370143857971415,0.18001008052379902,1
0.215,0.09025,0.11338468311697167,0.2806298238606241,0.11338468311697167,1,3,0.29399311666888683,0.18060843355191517,1
0.215,0.092,0.11307478628797052,0.2812788717593366,0.11307478628797052,1,3,0.2942905810496129,0.1812157947616424,1
0.215,0.09375,0.11276177732619089,0.281943356803467,0.11276177732619089,1,3,0.29459383393264255,0.18183205660645166,1
0.215,0.0955,0.11244576465072154,0.2826234525966822,0.11244576465072154,1,3,0.2949028773480472,0.18245711269732567,1
0.215,0.09725,0.11212685528828067,0.28331933511548635,0.11212685528828067,1,3,0.2952177131304466,0.18309085784216592,1
