Omega_over_gamma,Delta_star_over_gamma,g_at_star,gap1_star,gap2_star,Delta_k1_side,gap1_k1_side,gap2_k1_side,winner_k1_side,Delta_k2_side,gap1_k2_side,gap2_k2_side,winner_k2_side,eta
0.2649225,0.07699038281440734,-5.412337245047638e-13,0.2796512367974487,0.27965123679690745,0.07696038281440734,0.27961406602715266,0.2796455752187533,1,0.07702038281440735,0.27968847468256464,0.2796569006611201,2,3e-05
0.264925,0.07699200327098368,-7.380207556195728e-13,0.27965181080784624,0.2796518108071082,0.07696200327098368,0.2796146404841005,0.2796461492178993,1,0.07702200327098369,0.27968904824194185,0.279657474682328,2,3e-05
0.2649275,0.07699362374842167,9.59843315939679e-13,0.2796523848223271,0.27965238482328697,0.07696362374842167,0.2796152149451322,0.2796467232230215,1,0.07702362374842167,0.27968962180540663,0.2796580487095139,2,3e-05
0.26493,0.07699524425119159,-1.5065726444163374e-13,0.2796529588464366,0.27965295884628594,0.07696524425119158,0.27961578941578163,0.27964729723496545,1,0.07702524425119159,0.2796901953785089,0.2796586227435223,2,3e-05
0.2649325,0.0769968647748232,6.337153024560394e-13,0.27965353287462996,0.2796535328752637,0.0769668647748232,0.27961636389051503,0.279647871252887,1,0.0770268647748232,0.2796907689556962,0.2796591967835081,2,3e-05
0.264935,0.07699848532229661,1.7791323969618134e-13,0.2796541069106031,0.279654106910781,0.07696848532229661,0.27961693837302054,0.27964844527734894,1,0.07702848532229661,0.27969134254067096,0.27965977083003407,2,3e-05
0.2649375,0.07700010589212178,5.112577028398846e-14,0.279654680952507,0.27965468095255813,0.07697010589212178,0.2796175128614528,0.27964901930806935,1,0.07703010589212178,0.2796919161315799,0.2796603448828201,2,3e-05
0.26494,0.07700172648429873,2.5157653738006047e-13,0.2796552550003428,0.27965525500059435,0.07697172648429873,0.2796180873558125,0.27964959334504874,1,0.07703172648429873,0.2796924897284255,0.2796609189418654,2,3e-05
0.2649425,0.07700334709882736,7.803202528577913e-13,0.2796558290541089,0.2796558290548892,0.07697334709882736,0.27961866185610135,0.2796501673882865,1,0.07703334709882736,0.27969306333120486,0.2796614930071694,2,3e-05
0.264945,0.0770049677371979,7.183142969324763e-14,0.27965640311565304,0.27965640311572487,0.07697496773719789,0.27961923636415886,0.2796507414380639,1,0.0770349677371979,0.27969363694177,0.27966206707901486,2,3e-05
0.2649475,0.07700658839792013,-3.0847546739209974e-13,0.2796569771831272,0.27965697718281873,0.07697658839792013,0.27961981087814436,0.27965131549410116,1,0.07703658839792013,0.2796942105582693,0.2796626411571185,2,3e-05
0.26495,0.07700820908099412,-3.601563491884008e-13,0.2796575512565325,0.27965755125617237,0.07697820908099412,0.2796203853980545,0.27965188955639747,1,0.07703820908099412,0.27969478418070276,0.2796632152414825,2,3e-05
0.2649525,0.0770098297864199,-8.176792576364278e-14,0.27965812533586626,0.2796581253357845,0.0769798297864199,0.27962095992389163,0.2796524636249518,1,0.0770398297864199,0.27969535780906934,0.2796637893321051,2,3e-05
0.264955,0.07701145051419736,5.280220705117245e-13,0.2796586994211291,0.2796586994216571,0.07698145051419736,0.27962153445565363,0.27965303769976574,1,0.07704145051419736,0.27969593144336896,0.2796643634289878,2,3e-05
0.2649575,0.07701307126581669,-9.997558336749535e-14,0.2796592735141689,0.27965927351406894,0.07698307126581669,0.2796221089951856,0.27965361178111975,1,0.07704307126581669,0.27969650508545324,0.27966493753241,2,3e-05
0.26496,0.07701469203978778,-3.971267759084185e-13,0.279659847613137,0.2796598476127399,0.07698469203978778,0.2796226835406414,0.27965418586873153,1,0.07704469203978778,0.2796970787334709,0.27966551164209225,2,3e-05
0.2649625,0.0770163128361106,-3.6293190674996367e-13,0.2796604217180333,0.27966042171767036,0.0769863128361106,0.279623258092023,0.279654759962603,1,0.0770463128361106,0.2796976523874193,0.27966608575803364,2,3e-05
0.264965,0.07701793365478517,1.1102230246251565e-16,0.2796609958288588,0.2796609958288589,0.07698793365478517,0.27962383264932744,0.2796553340627325,1,0.07704793365478517,0.2796982260473011,0.27966665988023426,2,3e-05
0.2649675,0.07701955449581148,6.97164548313367e-13,0.27966156994561014,0.2796615699463073,0.07698955449581148,0.27962440721255694,0.27965590816912156,1,0.07704955449581148,0.27969879971311445,0.27966723400869375,2,3e-05
0.26497,0.07702117536067965,1.5726309143815342e-13,0.27966214407013823,0.2796621440702955,0.07699117536067965,0.2796249817835536,0.2796564822820506,1,0.07705117536067965,0.2796993733867098,0.27966780814369485,2,3e-05
0.2649725,0.07702279624789954,-4.907185768843192e-14,0.2796627182005924,0.27966271820054334,0.07699279624789954,0.2796255563604742,0.27965705640123817,1,0.07705279624789954,0.27969994706623597,0.2796683822849543,2,3e-05
0.264975,0.07702441715747121,7.682743330406083e-14,0.27966329233697323,0.27966329233705006,0.07699441715747121,0.2796261309433173,0.279657630526685,1,0.07705441715747122,0.2797005207516935,0.2796689564324734,2,3e-05
0.2649775,0.0770260380893946,5.340172748447003e-13,0.2796638664792812,0.2796638664798152,0.07699603808939459,0.2796267055320836,0.279658204658391,1,0.0770560380893946,0.2797010944430813,0.27966953058625144,2,3e-05
